‘ª’èŒ‹‰Ê‚Í‰º•”‚É‚ ‚è‚Ü‚·
var_list,"['var_list', 'var_qty', 'dt', 'fs', 'simu_time', 'qty_x', 'total_length', 'height', 'depth', 'young', 'density', 'fix_type', 'damping_ratio', 'f_position', 'f_wave_type', 'f_mag', 'f_freq', 'k_jig', 'jig_position', 'animation_speed', 'sampling_length', 'vec_length']"
var_qty,22
dt,5e-07
fs,40000.0
simu_time,0.075
qty_x,11
total_length,0.25
height,0.005
depth,0.02
young,205000000000.0
density,7850
fix_type,
damping_ratio,0.01
f_position,-2
f_wave_type,impulse
f_mag,100
f_freq,3000
k_jig,"[328000000, 328000]"
jig_position,"[0, 1]"
animation_speed,2
sampling_length,3000
vec_length,24







0.0,-1.985643667489593e-06,0.00010037842890579857,2.3889081230078048e-05,0.0007863111264191239,5.099999762079215e-05,0.002466325865897916,0.00012940679170671474,0.003507982105554433,0.00018636422713182169,0.0021629133772258133,0.000229413147954494,0.0019188057755303173,0.00033637128864285205,0.006970913347418718,0.0005054291068062867,0.00872232888808543,0.0007195374721526644,0.00945559787172188,0.0009485660077527455,0.010410714812292778,0.0012046124604642011,0.012602107579307477,0.0014867613376749766,0.012043021737860257
0.0,5.6443114645146576e-08,7.051705320152487e-05,3.7792771494958474e-05,0.0031752419925428917,0.00010113096119745585,0.0010987178378394304,0.00011646584716299252,0.0016048403579761907,0.0001538968066787052,0.0016241635229186124,0.00022585142527086424,0.004716110218596843,0.000356198409321428,0.00628435234471926,0.0005209502582161918,0.00848404885486794,0.000726373464679224,0.009925129458501858,0.0009462768219564448,0.008863243679267377,0.0011707642190768104,0.010943233924458296,0.0014261387286839259,0.011393006436214008
0.0,9.228860207693776e-07,8.952819267247119e-05,4.27920016359142e-05,0.0030077156566227386,9.479229909403934e-05,0.0014250509716780691,0.00010611773401945328,0.0002926397521962198,0.0001452784611861659,0.002314993163000764,0.00022499169410628386,0.005777717868015641,0.00037686764466742596,0.007144185426702895,0.0005440434581383289,0.007061113252944359,0.0007232290080737511,0.00899360899699491,0.0009351618460551615,0.010210897361770641,0.001159711410803808,0.007936143888700172,0.0013203928264392262,0.007005763566910284
0.0,4.734975337169485e-06,3.852186590078507e-05,1.870824949000128e-05,0.0009124276138538881,3.791547031294191e-05,0.0019201279259612118,9.922008699601837e-05,0.0019456979547079146,0.00016004550612166597,0.003916220966253827,0.0002487503680750181,0.004673016937444901,0.000380384376199922,0.006116568288520076,0.0005422448493746857,0.009047129301175646,0.000762376882361678,0.00847512061913633,0.0009229393873253538,0.006624228736685939,0.0010962721551906324,0.009060629282391345,0.0012968351075929717,0.008372502313855659
0.0,-5.4792905285032965e-06,-5.803577244743805e-05,-2.406481960395278e-05,-0.0007978018302279705,-3.5538473283417966e-07,0.0020889371422647854,7.581044110166444e-05,0.005320785664325804,0.00017503018513223583,0.002993424707380985,0.0002702409744748241,0.005552160394820359,0.0004024346196270004,0.006193649302025582,0.0005709382872970939,0.008254101030406902,0.0007414058534796811,0.006752190377377409,0.0009083072487868164,0.007961558373203104,0.0010811692538136796,0.006859331005982949,0.0012015451202686577,0.0043783099920940635
0.0,-2.0079680999573334e-05,-3.524173272048659e-07,-1.3719376855065619e-05,-0.00026929724117563957,-9.009928350982408e-06,0.001070582312361752,4.0396876144561806e-05,0.003968681486957123,0.00015659469986141993,0.006132734943490738,0.0003117116385170017,0.006495928855487619,0.0004483587438785591,0.005794589099963332,0.0005738362906859565,0.005719078533541654,0.0007319650618275578,0.00804557232335863,0.0008942308028165297,0.006089909640090301,0.0010390166244783063,0.00617351289149808,0.0011617673993388003,0.00507772368317012
0.0,2.0887286972225433e-06,1.2467092382835088e-05,1.0585066574779907e-05,0.000369321186116252,-1.4076448128324908e-05,-0.0008032332285659266,2.960779383886043e-05,0.003992648613527206,0.00016076331615129746,0.006638868472959006,0.00030791321360744504,0.007471336901855285,0.0004823053199157058,0.006108762223905784,0.0006081036771412122,0.0060839493084775135,0.0007301418651205811,0.004794690429736239,0.000859002769560795,0.005979515883819467,0.0009885027787999337,0.006102662700331066,0.0011533520568453508,0.007857981106945463
0.0,-1.6260078598609663e-05,-0.0001168900074161356,-2.3899442031520195e-05,0.0008008649346609332,8.987859476650071e-06,0.0022113893075215974,6.467894156410108e-05,0.0025211557876494606,0.0001514294635653847,0.004928448335787976,0.00030683360248731975,0.008719785854719303,0.000486491147110422,0.00734651513543612,0.0006420975355595652,0.005121374655625803,0.0007372089242353129,0.0039019224330174886,0.0008207003745731159,0.004390412012877097,0.0009579628469246298,0.006747595704988223,0.001096947663652499,0.005749089139229426
0.0,7.657416965695417e-06,8.37841547157222e-05,1.2768648185001743e-05,-0.0006699035053301559,1.7665096313230663e-05,0.0014366466650551637,7.815736424049858e-05,0.0041665536554243736,0.00018410108269015842,0.005037095402022221,0.0003197920987631856,0.0067079136953061185,0.0004737327057689151,0.006817319861307068,0.0006274811676131677,0.0062979522668472005,0.0007472308826999743,0.004160066761867614,0.0008255256644140292,0.0033907319822881117,0.000925289498268912,0.004957791263846017,0.0010142403071820355,0.003220549832252019
0.0,2.0130608300659685e-06,6.034370080645627e-05,1.2914603065069045e-05,0.00041563343206896643,5.014852993875769e-05,0.0023588167833672262,0.00010735988521650493,0.0032870436483468175,0.00020749485603994863,0.005717801478406285,0.0003379895168365516,0.0057352661853211934,0.00047482276061015913,0.004726721860002761,0.000585259270928263,0.006950524003308861,0.0007383035048998601,0.005515149576398051,0.0008540551293583613,0.003807195569612997,0.000898411096476768,0.0012293201861257467,0.0009197250572275337,0.0006600526183077811
0.0,-1.0052933199147883e-05,1.3004265366801795e-05,1.1030650346341082e-05,0.001809033469379075,7.141581929294846e-05,0.003563597755783683,0.00015005162210809912,0.003694301766695457,0.00025127087243782077,0.00411373192476241,0.0003355467160935985,0.004009243735203063,0.00045015364930483,0.0066835507856933245,0.0005992770834088131,0.005121766010209665,0.0007210749816406671,0.006192280143799241,0.0008311049488925643,0.0032168575175208257,0.0008824964438294306,0.0006513139812338675,0.0008578636504773652,-0.001848759590764435
0.0,6.6819091633524545e-06,8.48967059208226e-06,2.7875710047919837e-05,0.0027730319441057485,9.932701721253137e-05,0.0034256056133747433,0.00018391577252981734,0.0037861101124440676,0.0002729502683997752,0.003005113999178329,0.00034690324327109253,0.0047558676695881805,0.00045289646964791354,0.004678261099185466,0.0005929885357390465,0.006707734545406398,0.0007203232233961809,0.004632674316181813,0.0007893916109496487,0.0012148201253937233,0.0008210390738925974,0.002781433092974846,0.0009195427246682826,0.005046703994378307
0.0,3.3038790943226963e-06,0.00015755124197513014,5.345377363371963e-05,0.0027247271968818764,0.00012404543902940632,0.004206308933818107,0.00020945627379619487,0.0022794073296032316,0.0002717659676481787,0.0042633848529427245,0.0003706628226484996,0.004379861218805499,0.0004909477645667392,0.005249160190517302,0.0005927978666336319,0.003934467801148007,0.0006575168638162148,0.0025631735439623307,0.0007417094198554603,0.004139475730292801,0.0008258090923170768,0.003206542024822379,0.0008793669881975599,0.0018726589164102501
0.0,7.271015359037204e-07,0.00018634311108624792,5.011464733741126e-05,0.0023404638504495195,0.00013755847096075897,0.00434933081174578,0.00020689826160775993,0.0031785617751719053,0.00029437426657198494,0.004756106235465966,0.00042519139278841594,0.005199735465462063,0.0004995970204365174,0.002402685511079275,0.0005667394250919471,0.002990635377070259,0.0006247081525710953,0.0027111067139510983,0.0007031714323583384,0.003979100885831068,0.0007980471781834301,0.004315941703013475,0.0008959944916394531,0.004286994481713597
0.0,1.1313860867558559e-05,7.380705131737507e-05,3.105284512304188e-05,0.001598011571373659,9.665117384702953e-05,0.004303112705903943,0.00022621427316349665,0.006634099211750621,0.0003582062476681971,0.004374406174672614,0.00043751687012668256,0.0030915121273381242,0.0004950924520055131,0.0022193989297489645,0.0005526917400418461,0.002271402184771735,0.0005957529817258425,0.002568538095858004,0.000675509580684923,0.0033115397081652466,0.0007644713906646057,0.005790467515787255,0.0009041797833982513,0.005932231894456902
0.0,-1.6962443414500048e-05,-8.217542471825234e-05,-3.828436785834959e-06,0.0026264828887472788,9.81114294128571e-05,0.006801794351185914,0.0002446012846706671,0.004740523961854167,0.00037527110396905547,0.006083410485988557,0.00045516784028513767,0.001993783202280217,0.0005001238111886123,0.0017815932675701099,0.0005303439882571619,0.0009028095740879622,0.0005682158605628597,0.003082004725787116,0.0006568442507898709,0.003973124696138579,0.0007505850085552026,0.004634270912088416,0.0008619271552778859,0.004964864872855937
0.0,1.334267520467823e-05,0.0001318720101631057,4.6086786772055585e-05,0.00202296378229321,0.00012344764780816594,0.004520617850133886,0.0002265608315354763,0.0056739458087499885,0.0003781997849145296,0.005535686928456135,0.00046542588334658283,0.0028420588579766296,0.000495107854660291,0.0003037764601123942,0.0005210639607481815,0.0015130596123830672,0.0005574830660046179,0.0026681474185667026,0.0006398211966343962,0.004105932530309996,0.0007275489157810955,0.003252715783899269,0.0008215307843468469,0.004893902051038093
0.0,1.1563266197539097e-05,0.00015437137061525335,5.288974732945638e-05,0.0026623486754936043,0.00015328023000364002,0.005412161581888471,0.00025978830519587075,0.0038578374892793113,0.00033697410510117595,0.004189588275800875,0.00044005051961865804,0.0035496325622659656,0.0005002456752011623,0.0016997887270412543,0.0005271693769260012,0.0011869807203422334,0.0005619418686525457,0.0026495824804018994,0.0006227405547749364,0.0015689432642926225,0.0006921869246717594,0.005011090817897134,0.0007762842568412641,0.002601244118635592
0.0,1.5682811865464112e-06,0.00014188457704742923,5.10478620591146e-05,0.0033013327075840995,0.0001638679939785348,0.006026421155232582,0.0002678459133481509,0.0032436330220934444,0.0003385402064331292,0.0028021792192115097,0.00039418453678229467,0.0027905065826651894,0.00047204930677873023,0.003777698667187547,0.0005563661997449721,0.0030246750426945234,0.0005757699917388876,-0.0007174813676443694,0.0006024832465137053,0.0029223906142623276,0.0006642573155035421,0.002848367435229544,0.0007226293954717801,0.0022126576689087863
0.0,2.5429561621394975e-07,0.00015182492386472718,6.058380812028851e-05,0.00388669509733137,0.00015368224844153613,0.004766959527791003,0.00024475901573655046,0.003125683112994332,0.0003291552695652993,0.0033159096761500202,0.00039368530182186384,0.0032375651674601456,0.00045204565272565433,0.002496581531135022,0.0005286298088913506,0.0031493516554840137,0.0005957286719390484,0.0027362482119288674,0.0006242680218532912,-8.123943606432843e-05,0.0006193104406874224,0.0006617913097303853,0.0006689926398250505,0.002910465164376812
0.0,1.5140601677883936e-06,7.116095858580136e-05,4.40168018799274e-05,0.003603443365284099,0.0001222934423088051,0.0035722295999308738,0.0002231309796070039,0.0043823981683533365,0.0003120737449081275,0.0036012591652278313,0.000384132712335879,0.0032350087367394656,0.0004570864406640715,0.0027129525046814813,0.000518449550470489,0.002230694552627182,0.0005665474903760244,0.0037815785059372425,0.0006416854379841694,0.0006053459784067319,0.000622417223361775,-0.001938617421138503,0.0005387178656548321,-0.004593635245281897
0.0,-8.382788690414008e-06,5.518070292281172e-05,1.640096093505654e-05,0.0016884730696391775,9.43286334618042e-05,0.004569222885200653,0.00018395304181175004,0.00424895191087392,0.0002928233933305803,0.0045655349961603335,0.0003841918840681862,0.0034425347238397647,0.0004447855756147884,0.0019473058637104637,0.000518482770189475,0.004692113284169437,0.0005865305016633047,0.0012421363838453303,0.0006048735751652029,6.371867039915821e-05,0.0005835872499569784,-0.001815710764715627,0.0005460929874381925,-0.001386769836836406
0.0,3.223775972474029e-06,0.000126859293787725,2.1188849083801137e-05,-0.0003868398866292717,5.034822879786296e-05,0.004226220026646199,0.00015735522420674377,0.004680893630712095,0.0002626244598367993,0.004229010473159768,0.00035765546108763993,0.004292721213755773,0.0004598698098195818,0.004616876483162034,0.0005398929689926389,0.0023664219898218374,0.0005747640068881015,0.00018143295580930107,0.0005559480592483907,-0.0010638887101625369,0.0005549536271158411,0.0009994829927433566,0.0005565508416437101,-0.0007089695636321988
0.0,-2.440343418289283e-07,-6.257655388629591e-05,1.3764033573844004e-06,0.0018316096496941833,5.8126289357353594e-05,0.002165249283897883,0.00011250870717755923,0.003000011392550652,0.000210043683408358,0.00523851583124665,0.0003527188436273825,0.007697869122549443,0.00048650530585769955,0.0030916533522148165,0.0005346501991597242,0.0012943811957680652,0.000535732384708308,-0.0005173105526279699,0.000535579805619848,-0.00014545056824020656,0.0005414263738789509,0.0013103273388713425,0.0005383550325735035,-0.0013558130525033634
0.0,-2.9987098024271917e-06,8.797229538896531e-05,2.476897973883361e-05,0.000994132145231922,3.123127521684655e-05,0.0005361993675079514,6.882836679724225e-05,0.003516127332612559,0.00021030987830886858,0.007140923892960459,0.0003447865684500109,0.005707451082735845,0.0004588929691948737,0.003615410023432173,0.0005172385310474299,0.0010734968403725994,0.0005249910422957325,0.0004432796959842037,0.0005184780166564994,-0.00047753137822707185,0.0005265646908988425,0.00024270169474699952,0.0005275128684228122,0.000124175684801166
0.0,-1.496625545231663e-05,-2.4401084578809714e-05,-1.7875443796468193e-05,-0.0005165086760354537,4.509050099167046e-06,0.003214673909617233,9.433125068488613e-05,0.004464987731702303,0.0002029158552656846,0.0046411713354845745,0.0003107338881829223,0.005377913841623442,0.0004260476664351607,0.00334892760397566,0.0004792297251341056,0.0023289105987088846,0.000520383896940853,0.0013344621463552068,0.0005232753800111607,-0.0011838579516480648,0.0005052817549133361,-0.00032785574163130406,0.0005113814456812946,0.000695934002168225
0.0,-6.387416231929304e-06,-5.6827922766378143e-05,-1.4594421528824862e-05,0.00010978995694147677,1.2576554325967013e-05,0.0022506290310378256,9.829481993367069e-05,0.005255940169104433,0.0002009417547418131,0.003316400067741435,0.0002847211592556083,0.004072302932295437,0.0003660347141766518,0.0032023073272550015,0.000454599600359581,0.004411417802436903,0.0005028931797100058,0.0002444391983712199,0.0005196507197794183,0.00024598113073407037,0.000514461838842274,-0.00036637881775844906,0.00044660867619043164,-0.004724343768498414
0.0,-5.2663762617232e-06,0.00012662944574304492,3.192982391967473e-05,0.001164475913057371,5.300699130565354e-05,0.0019317732861265536,9.685666507520427e-05,0.0019116834332295269,0.000167708832477144,0.003839809539594092,0.00026679694611600127,0.0044597348635276104,0.00033254007186266484,0.002331077375357885,0.00040323788509938845,0.003538655608479179,0.0004914309838309132,0.003102072913992735,0.0005132899797070249,-0.0004620111313725638,0.0005001451986962418,-0.0005738974391542311,0.00045830696071261586,-0.002721068816233858
0.0,1.499400368992138e-06,0.00010872428860824329,3.9252956466658984e-05,0.002175171460169027,8.215109559495131e-05,0.001897413290333675,0.00012106999676253921,0.0012517298444691624,0.0001540550148506204,0.0013146251236131467,0.00019930341770854162,0.0046675485871103,0.0003176752309139571,0.0035054355686931086,0.0003909743467309781,0.003228198847713918,0.00044104041403680085,0.001786723996415043,0.00048792750462107873,0.001933589894270216,0.0005006151362036364,-0.0008066059310213301,0.00048464452548744317,-0.0004662301976278192
0.0,-1.1137708249916936e-05,3.674029711859869e-05,2.7131794693318934e-05,0.0033019126980824557,9.461540530872276e-05,0.0018410965412483731,0.00012222749390072458,0.0010237948750907372,0.0001534116881740605,0.0017676635408317872,0.0001878587230723763,0.0019226506469968532,0.0002606413049095351,0.0037986454720498777,0.0003600178036097839,0.004226329086213557,0.000423537296257997,0.002349338308284813,0.0004448331218268084,-0.0005640690037971436,0.00048451297290473284,0.003733050167088488,0.0005485522973217169,0.0021555465941694614
